Date,Lesson,Accuracy,WPM,Idle Time
3/16/2010,Spacebar and Home Row,12,12,0
3/17/2010,Spacebar and Home Row,96,28,1
3/18/2010,TestyThingamabob,0,0,1
3/19/2010,Spacebar and Home Row,100,19,0
3/20/2010,TestyThingamabob,100,49,0
3/21/2010,TestyThingamabob,76,17,0
3/22/2010,TestyThingamabob,8,7,2
3/23/2010,TestyThingamabob,66,17,7
3/24/2010,TestyThingamabob,99,37,5
3/25/2010,TestyThingamabob,79,43,0
3/26/2010,TestyThingamabob,89,22,3
3/27/2010,TestyThingamabob,100,20,0
3/28/2010,Letter G and Right Shift,50,10,0
3/29/2010,Quotations & Apsotrophe & and Hyphen,33,7,8
3/30/2010,TestyThingamabob,87,19,67
3/31/2010,Spacebar and Home Row,43,21,27
4/1/2010,Letters O and R,100,20,0
4/2/2010,Spacebar and Home Row,0,0,4
4/3/2010,Spacebar and Home Row,0,0,4
4/4/2010,Spacebar and Home Row,0,0,1
4/5/2010,Spacebar and Home Row,0,0,35
4/6/2010,Spacebar and Home Row,0,0,26
4/7/2010,TestyThingamabob,5,0,850
4/8/2010,Spacebar and Home Row,0,0,10
4/9/2010,Spacebar and Home Row,0,0,4
4/10/2010,Spacebar and Home Row,0,0,0
4/11/2010,Spacebar and Home Row,50,2,0
4/12/2010,Spacebar and Home Row,0,0,5
4/13/2010,TestyThingamabob,0,0,0
4/14/2010,Spacebar and Home Row,0,0,0
4/15/2010,Letters E and H,52,14,5
4/16/2010,TestyThingamabob,100,61,1
4/17/2010,TestyThingamabob,100,1056,0
4/18/2010,Letters U and C,100,0,0
4/19/2010,Letters E and H,100,21,0
4/20/2010,TestyThingamabob,0,0,78
4/21/2010,Spacebar and Home Row,89,19,10
4/22/2010,TestyThingamabob,100,36,0
4/23/2010,TestyThingamabob,55,20,6
4/24/2010,Review 1,38,32,7
4/25/2010,TestyThingamabob,100,62,0
4/26/2010,Spacebar and Home Row,94,27,5
4/27/2010,TestyThingamabob,90,32,7
4/28/2010,Review 1,100,60,0
4/29/2010,TestyThingamabob,31,44,0
4/30/2010,Review 1,5,48,5
5/1/2010,Review 1,42,58,84
5/2/2010,TestyThingamabob,49,59,84
5/3/2010,Review 1,66,19,13
5/4/2010,Review 1,99,57,220
5/5/2010,TestyThingamabob,9,28,210
5/6/2010,TestyThingamabob,6,12,156
5/7/2010,TestyThingamabob                ,58,31,3
5/8/2010,Spacebar and Home Row           ,29,31,0
5/9/2010,TestyThingamabob                ,57,29,0
5/10/2010,TestyThingamabob                ,64,30,137
5/11/2010,TestyThingamabob                ,100,72,117
5/12/2010,Letters E and H                 ,99,66,117
5/13/2010,TestyThingamabob                ,100,60,0
5/14/2010,TestyThingamabob                ,95,52,0
5/15/2010,Letters E and H                 ,64,41,0
5/16/2010,Review 1                        ,83,12,39
5/17/2010,Spacebar and Home Row           ,12,30,0
5/18/2010,Spacebar and Home Row           ,0,0,0
5/19/2010,Review 1                        ,11,18,0
5/20/2010,TestyThingamabob                ,59,31,0
5/21/2010,TestyThingamabob                ,40,15,0
5/22/2010,TestyThingamabob                ,56,29,0
5/23/2010,Review 1                        ,41,34,0
5/24/2010,Review 1                        ,9,21,0
5/25/2010,TestyThingamabob                ,52,36,0
5/26/2010,Review 1                        ,9,11,0
5/27/2010,TestyThingamabob                ,44,24,0
5/28/2010,TestyThingamabob                ,0,0,0
5/29/2010,TestyThingamabob                ,0,0,0
5/30/2010,Review 1                        ,0,0,1
5/31/2010,TestyThingamabob                ,0,0,0
6/1/2010,TestyThingamabob                ,0,0,0
6/2/2010,TestyThingamabob                ,300,198,4
6/3/2010,TestyThingamabob                ,921,276,0
6/4/2010,TestyThingamabob                ,54,116,0
6/5/2010,TestyThingamabob                ,100,200,0
6/6/2010,TestyThingamabob                ,100,315,0
6/7/2010,TestyThingamabob                ,91,186,0
6/8/2010,TestyThingamabob                ,78,204,0
6/9/2010,TestyThingamabob                ,86,230,0
6/10/2010,TestyThingamabob                ,94,195,0
6/11/2010,TestyThingamabob                ,100,101,3
6/12/2010,TestyThingamabob                ,100,276,0
6/13/2010,TestyThingamabob                ,86,228,0
6/14/2010,TestyThingamabob                ,72,160,0
6/15/2010,TestyThingamabob                ,69,116,8
6/16/2010,Review 1                        ,3,101,8
6/17/2010,TestyThingamabob                ,100,383,25
6/18/2010,TestyThingamabob                ,100,400,25
6/19/2010,TestyThingamabob                ,100,400,30
6/20/2010,TestyThingamabob                ,100,330,0
6/21/2010,TestyThingamabob                ,28,60,0
6/22/2010,TestyThingamabob                ,61,126,0
6/23/2010,TestyThingamabob                ,100,0,0
6/24/2010,TestyThingamabob                ,58,0,0
6/25/2010,TestyThingamabob                ,100,0,4
6/26/2010,TestyThingamabob                ,82,22,0
6/27/2010,Review 1                        ,100,2,0
6/28/2010,Review 1                        ,100,6,1
6/29/2010,TestyThingamabob                ,100,49,4
6/30/2010,TestyThingamabob                ,68,31,26
7/1/2010,Review 1                        ,33,12,94
7/2/2010,Spacebar and Home Row           ,98,76,0
7/3/2010,Spacebar and Home Row           ,66,18,0
7/4/2010,Spacebar and Home Row           ,53,20,4
7/5/2010,Review 1                        ,104,4,77
7/6/2010,TestyThingamabob                ,40,16,0
7/7/2010,TestyThingamabob                ,93,34,8
7/8/2010,TestyThingamabob                ,20,18,0
7/9/2010,TestyThingamabob                ,26,22,10
7/10/2010,TestyThingamabob                ,95,42,1
7/11/2010,TestyThingamabob                ,100,40,0
7/12/2010,TestyThingamabob                ,100,30,0
7/13/2010,TestyThingamabob                ,100,51,0
7/14/2010,TestyThingamabob                ,100,51,0
7/15/2010,TestyThingamabob                ,100,58,0
7/16/2010,TestyThingamabob                ,100,60,0
7/17/2010,TestyThingamabob                ,100,54,0
7/18/2010,TestyThingamabob                ,98,52,0
7/19/2010,TestyThingamabob                ,100,59,0
7/20/2010,TestyThingamabob                ,100,42,0
7/21/2010,TestyThingamabob                ,100,54,0
7/22/2010,TestyThingamabob                ,100,54,0
7/23/2010,TestyThingamabob                ,100,45,0
7/24/2010,TestyThingamabob                ,100,0,4
7/25/2010,TestyThingamabob                ,75,41,4
7/26/2010,TestyThingamabob                ,37,54,0
7/27/2010,TestyThingamabob                ,93,63,0
7/28/2010,TestyThingamabob                ,97,63,0
7/29/2010,TestyThingamabob                ,57,45,11
7/30/2010,TestyThingamabob                ,34,50,0
7/31/2010,TestyThingamabob                ,100,95,0
8/1/2010,TestyThingamabob                ,100,87,0
8/2/2010,TestyThingamabob                ,100,57,0
8/3/2010,TestyThingamabob                ,100,72,0
8/4/2010,TestyThingamabob                ,100,87,0
8/5/2010,TestyThingamabob                ,100,87,0
8/6/2010,TestyThingamabob                ,100,87,0
8/7/2010,TestyThingamabob                ,100,87,0
8/8/2010,TestyThingamabob                ,95,61,0
8/9/2010,TestyThingamabob                ,100,59,0
8/10/2010,TestyThingamabob                ,100,67,0
8/11/2010,TestyThingamabob                ,100,80,0
8/12/2010,TestyThingamabob                ,100,72,0
8/13/2010,TestyThingamabob                ,100,87,0
8/14/2010,TestyThingamabob                ,100,72,0
8/15/2010,TestyThingamabob                ,100,80,0
8/16/2010,TestyThingamabob                ,100,80,0
8/17/2010,TestyThingamabob                ,100,95,0
8/18/2010,TestyThingamabob                ,100,99,0
8/19/2010,TestyThingamabob                ,100,99,0
8/20/2010,TestyThingamabob                ,100,82,0
8/21/2010,TestyThingamabob                ,100,111,8
8/22/2010,TestyThingamabob                ,100,95,0
8/23/2010,TestyThingamabob                ,100,82,0
8/24/2010,TestyThingamabob                ,100,69,0
8/25/2010,Review 1        ,100,63,3
8/26/2010,TestyThingamabob,100,47,13
8/27/2010,TestyThingamabob,100,75,0
8/28/2010,TestyThingamabob,100,75,0
8/29/2010,Review 1        ,90,62,0
8/30/2010,TestyThingamabob,98,79,0
8/31/2010,Review 1,90,62,0
9/1/2010,TestyThingamabob,95,49,0
9/2/2010,TestyThingamabob,98,50,15
9/3/2010,TestyThingamabob,100,61,0
9/4/2010,TestyThingamabob,100,52,0
9/5/2010,TestyThingamabob,100,72,0
9/6/2010,TestyThingamabob,100,59,0
9/7/2010,TestyThingamabob,100,95,0
9/8/2010,TestyThingamabob,87,29,0
9/9/2010,Review 1        ,95,34,4
9/10/2010,TestyThingamabob,100,57,4
9/11/2010,Review 1        ,96,20,12
9/12/2010,Review 1        ,100,67,0
9/13/2010,TestyThingamabob,100,82,0
9/14/2010,TestyThingamabob,100,57,0
9/15/2010,TestyThingamabob,100,57,0
9/16/2010,TestyThingamabob,100,57,38
9/17/2010,Review 1        ,9,14,1
9/18/2010,Review 1        ,94,41,0
9/19/2010,Review 1        ,94,43,0
9/20/2010,TestyThingamabob,100,26,0
9/21/2010,TestyThingamabob,79,32,0
9/22/2010,Review 1        ,98,42,0
9/23/2010,TestyThingamabob,100,22,3
9/24/2010,TestyThingamabob,100,30,3
8/28/2020,TestyThingamabob,97,78,0
8/28/2020,Spacebar and Home Row           ,21,66,0
8/31/2020,TestyThingamabob                ,100,37,17
9/8/2020,TestyThingamabob                ,87,31,0
9/8/2020,TestyThingamabob                ,95,55,0
9/8/2020,TestyThingamabob                ,91,52,0
9/14/2020,TestyThingamabob                ,76,36,0
9/22/2020,Review 1                        ,94,43,0
9/22/2020,TestyThingamabob                ,97,52,0
9/28/2020,Spacebar and Home Row           ,98,52,0
9/28/2020,TestyThingamabob                ,100,55,0
9/28/2020,TestyThingamabob                ,100,80,0
9/28/2020,TestyThingamabob                ,100,59,0
9/28/2020,TestyThingamabob                ,100,49,85
9/29/2020,Letters E and H                 ,99,67,0
9/29/2020,Build Speed 4 With Backspace    ,100,53,0
9/29/2020,Spacebar and Home Row           ,95,30,1
9/30/2020,TestyThingamabob                ,100,6,0
9/30/2020,Review 5                        ,22,9,1
9/30/2020,TestyThingamabob                ,90,32,0
9/30/2020,TestyThingamabob                ,85,-7,0
9/30/2020,TestyThingamabob                ,95,27,224
9/30/2020,TestyThingamabob                ,100,9,0
10/1/2020,TestyThingamabob                ,10,-39,0
10/1/2020,TestyThingamabob                ,94,33,0
10/2/2020,Spacebar and Home Row           ,0,0,23
10/2/2020,Spacebar and Home Row           ,47,-11,9
10/2/2020,Spacebar and Home Row           ,0,0,0
10/5/2020,Letters E and H,42,-198,0
10/5/2020,Review                          ,96,33,0
10/6/2020,Review 2                        ,96,40,0
10/6/2020,Review 2                        ,97,44,2
10/7/2020,TestyThingamabob                ,99,56,0
10/7/2020,Review 7                        ,90,20,164
10/8/2020,Letters E and H                 ,95,26,186
10/8/2020,Spacebar and Home Row           ,97,17,32
10/8/2020,TestyThingamabob                ,100,80,61
10/8/2020,TestyThingamabob                ,100,80,61
10/9/2020,Spacebar and Home Row           ,98,59,0
10/12/2020,TestyThingamabob                ,94,44,0
10/12/2020,TestyThingamabob                ,96,40,0
10/12/2020,TestyThingamabob                ,98,32,0
10/14/2020,Spacebar and Home Row           ,81,-24,9
10/14/2020,Spacebar and Home Row           ,22,-315,6
10/14/2020,Short                           ,95,38,25
10/15/2020,Letters 2                       ,90,16,21
10/21/2020,Short                           ,98,37,0
10/21/2020,Short                           ,98,42,0
10/21/2020,TestyThingamabob                ,97,73,0
10/21/2020,TestyThingamabob                ,97,73,0
10/21/2020,TestyThingamabob                ,97,73,0
10/21/2020,TestyThingamabob                ,99,68,0
10/21/2020,TestyThingamabob                ,99,68,0
10/21/2020,TestyThingamabob                ,99,68,0
10/21/2020,TestyThingamabob                ,99,68,0
10/21/2020,TestyThingamabob                ,64,-81,0
10/21/2020,TestyThingamabob                ,71,-53,0
10/21/2020,TestyThingamabob                ,78,-24,0
10/21/2020,TestyThingamabob                ,96,53,0
10/21/2020,TestyThingamabob                ,96,53,0
10/21/2020,TestyThingamabob                ,81,-7,0
10/21/2020,TestyThingamabob                ,88,19,0
10/21/2020,TestyThingamabob                ,88,20,0
10/21/2020,TestyThingamabob                ,88,20,0
10/21/2020,TestyThingamabob                ,94,31,0
10/21/2020,Short                           ,94,34,0
10/21/2020,TestyThingamabob                ,75,-20,0
I,Want,this,to,work
I,need,This,to,work
10/22/20,Spacebar and Home Row           ,10.0,-722.0,0
10/22/20,TestyThingamabob                ,99.0,57.0,0
10/22/20,Review 1                        ,94.0,31.0,0
10/22/20,TestyThingamabob                ,100.0,59.0,0
10/23/20,TestyThingamabob                ,52.0,-38.0,0
10/23/20,TestyThingamabob                ,99.0,73.0,0
10/23/20,TestyThingamabob                ,97.0,60.0,0
10/23/20,TestyThingamabob                ,100.0,41.0,0
10/27/20,TestyThingamabob                ,97.0,43.0,8
10/27/20,Short                           ,87.0,13.0,8
10/27/20,TestyThingamabob                ,99.0,42.0,8
10/27/20,Exclamation & Greater & Less Than,2.0,-3030.0,47
10/27/20,All Symbols,98.0,28.0,0
10/27/20,Exclamation & Greater & Less Than,86.0,6.0,0
10/27/20,Evaluate Speed-05,97.0,52.0,0
10/28/20,TestyThingamabob,92.0,30.0,0
10/28/20,Review 1,97.0,42.0,0
10/28/20,TestyThingamabob,81.0,-8.0,0
10/28/20,Short,94.0,34.0,0
10/28/20,TestyThingamabob,79.0,-12.0,0
10/28/20,TestyThingamabob,89.0,24.0,0
10/28/20,TestyThingamabob,83.0,0.0,0
10/29/20,Review 2-01,19.0,-51.0,0
10/29/20,Home Row Intro,29.0,-144.0,0
10/29/20,Home Row Intro,38.0,-160.0,0
10/29/20,TestyThingamabob,76.0,-22.0,0
10/29/20,Spacebar and Home Row,2.0,-611.0,0
10/29/20,TestyThingamabob,83.0,3.0,0
10/29/20,TestyThingamabob,100.0,95.0,0
11/03/20,TestyThingamabob,89.0,20.0,0
11/03/20,TestyThingamabob,93.0,28.0,0
11/03/20,TestyThingamabob,65.0,-454.0,0
11/03/20,TestyThingamabob,50.0,-472.0,0
11/04/20,TestyThingamabob,96.0,26.0,0
11/04/20,Short,99.0,48.0,0
11/05/20,Evaluate Speed-06,98.0,24.0,28
11/05/20,TestyThingamabob,53.0,-166.0,0
11/06/20,Home Row Intro,10.0,-75.0,0
11/06/20,Home Row Intro,95.0,28.0,0
11/06/20,TestyThingamabob,100.0,87.0,0
11/10/20,Home Row Intro,0.0,0.0,0
11/10/20,Home Row Intro,0.0,0.0,0
11/10/20,TestyThingamabob,88.0,12.0,0
11/10/20,Home Row Intro,0.0,0.0,0
11/12/20,TestyThingamabob,83.0,-4.0,0
11/12/20,TestyThingamabob,100.0,87.0,0
11/12/20,TestyThingamabob,97.0,68.0,0
11/12/20,TestyThingamabob,99.0,70.0,0
11/12/20,TestyThingamabob,99.0,81.0,0
11/12/20,TestyThingamabob,97.0,75.0,0
11/12/20,TestyThingamabob,99.0,87.0,0
11/13/20,TestyThingamabob,97.0,41.0,0
11/13/20,TestyThingamabob,100.0,95.0,0
11/20/20,TestyThingamabob,85.0,5.0,0
11/20/20,TestyThingamabob,94.0,52.0,0
11/20/20,TestyThingamabob,97.0,66.0,0
11/20/20,TestyThingamabob,100.0,111.0,0
11/24/20,TestyThingamabob,96.0,45.0,0
11/24/20,TestyThingamabob,97.0,68.0,0
11/24/20,TestyThingamabob,100.0,72.0,0
11/24/20,TestyThingamabob,97.0,73.0,0
11/24/20,TestyThingamabob,99.0,87.0,0
12/03/20,TestyThingamabob,43.0,-251.0,124
12/03/20,TestyThingamabob,43.0,-251.0,269
12/03/20,Short,100.0,51.0,268
12/04/20,TestyThingamabob,67.0,-432.0,0
12/04/20,TestyThingamabob,100.0,72.0,0
12/09/20,TestyThingamabob,100.0,95.0,0
12/15/20,TestyThingamabob,89.0,18.0,0
12/15/20,TestyThingamabob,100.0,30.0,0
12/16/20,TestyThingamabob,81.0,-9.0,3
12/16/20,TestyThingamabob,85.0,4.0,0
01/05/21,TestyThingamabob,94.0,30.0,0
01/06/21,Review 3 WB,0.0,0.0,0
01/06/21,TestyThingamabob,99.0,62.0,0
03/11/21,Home Row Intro,0.0,0.0,0
03/12/21,Spacebar and Home Row,99.0,57.0,0
03/12/21,TestyThingamabob,92.0,28.0,0
03/12/21,TestyThingamabob,96.0,50.0,0
03/18/21,TestyThingamabob,94.0,36.0,4
03/18/21,TestyThingamabob,96.0,36.0,0
03/18/21,TestyThingamabob,79.0,-9.0,0
05/12/21,Short Day Special WB,98.0,42.0,0
11/12/21,Bible Verses Advanced WB,100.0,45,0
11/12/21,Lesson 80: TestyThingamabob,16.0,-64,4
11/12/21,Home Row Intro,4.0,-45,0
11/12/21,Lesson 80: TestyThingamabob,55.0,-3,15
11/12/21,Home Row Intro,0,0,0
11/12/21,Lesson 80: TestyThingamabob,100.0,96,5
11/12/21,Lesson 80: TestyThingamabob,97.0,106,0
11/12/21,Lesson 80: TestyThingamabob,41.0,-112,61
11/12/21,Home Row Intro,0,0,0
11/12/21,Spacebar and Home Row,100.0,60,0
11/12/21,Lesson 80: TestyThingamabob,100.0,144,0
11/12/21,Lesson 80: TestyThingamabob,98.0,109,0
11/12/21,Lesson  2: Letters E and H,98.0,49,0
11/12/21,TestyThingamabob,100.0,144,0
11/12/21,Bible Verses Advanced WB,95.0,63,0
11/12/21,mabob,100.0,144,0
02/05/22,TestyThingamabob,95.0,39,6
07/31/22,mabob,100.0,144,0
07/31/22,TestyThingamabob,70.0,21,0
07/31/22,mabob,86.0,60,0
07/31/22,TestyThingamabob,88.0,102,0
07/31/22,mabob,0,0,0
07/31/22,Letters E and H,90.0,30,0
07/31/22,nd R,0,0,0
07/31/22,Letters E and H,0,0,0
07/31/22,nd R,0,0,0
07/31/22,Letters E and H,27.0,-3,26
08/20/22,TestyThingamabob,100.0,112,0
08/20/22,mabob,94.0,92,0
08/20/22,ome Row Intro,100.0,26,0
08/20/22,Home Row Intro,100.0,28,0
08/20/22,Spacebar and Home Row,100.0,37,0
