name,date,score,time,time_of_day
Zerg Rush,09-17-21,801,26,49339
Zerg Rush,09-17-21,2025,54,49398
Zerg Rush,09-20-21,2079,62,49174
Zerg Rush,09-20-21,2601,68,49257
Zerg Rush,09-20-21,2178,62,49326
Zerg Rush,09-20-21,2151,64,49395
Zerg Rush,09-21-21,2268,66,49034
Zerg Rush,09-21-21,1458,23,49061
Zerg Rush,09-21-21,2502,29,49102
Zerg Rush,09-21-21,2718,31,49136
Zerg Rush,09-21-21,1494,23,49179
Zerg Rush,09-21-21,1476,24,49210
Zerg Rush,09-21-21,1512,25,49236
Zerg Rush,09-21-21,1926,26,49298
Zerg Rush,09-21-21,1854,25,49325
Zerg Rush,09-21-21,2520,30,49357
Zerg Rush,09-21-21,144,6,49387
Zerg Rush,09-22-21,2718,69,47745
Zerg Rush,09-22-21,2646,69,47819
Zerg Rush,09-22-21,342,16,47864
Zerg Rush,09-22-21,648,26,47907
Zerg Rush,09-22-21,2466,66,47981
Zerg Rush,09-22-21,135,11,48012
Zerg Rush,09-22-21,1485,46,48062
Zerg Rush,09-22-21,1530,46,48108
Zerg Rush,09-22-21,2412,63,48173
Zerg Rush,09-22-21,2304,63,48264
Zerg Rush,09-22-21,1881,59,48337
Zerg Rush,09-22-21,2835,73,48411
Zerg Rush,09-22-21,198,10,48438
Zerg Rush,09-22-21,954,31,48479
Zerg Rush,09-22-21,2637,70,48551
Zerg Rush,09-22-21,1863,60,48639
Zerg Rush,09-22-21,1206,42,48696
Zerg Rush,09-22-21,2223,64,48764
Zerg Rush,09-22-21,2736,70,48872
Zerg Rush,09-22-21,558,20,48897
Zerg Rush,09-22-21,2232,63,48961
Zerg Rush,09-22-21,198,7,48997
Zerg Rush,09-22-21,2484,30,49028
Zerg Rush,09-22-21,1944,27,49057
Zerg Rush,09-22-21,2556,30,49111
Zerg Rush,09-22-21,1674,26,49155
Zerg Rush,09-22-21,1908,27,49184
Zerg Rush,09-22-21,1890,27,49212
Zerg Rush,09-22-21,2052,25,49239
Zerg Rush,09-22-21,1782,27,49268
Zerg Rush,09-22-21,954,19,49287
Zerg Rush,09-22-21,1944,25,49319
Zerg Rush,09-22-21,1890,26,49348
Zerg Rush,09-22-21,1728,23,49378
Zerg Rush,09-22-21,1584,25,49405
