name,date,score,time,time_of_day
Zerg Rush,09-13-21,684,22,49101
Zerg Rush,09-13-21,630,21,49127
Zerg Rush,09-13-21,864,22,49171
Zerg Rush,09-13-21,756,20,49208
Zerg Rush,09-13-21,702,21,49242
Zerg Rush,09-13-21,828,22,49267
Zerg Rush,09-13-21,864,21,49306
Zerg Rush,09-13-21,810,22,49334
Zerg Rush,09-13-21,378,20,49384
Zerg Rush,09-14-21,810,23,48926
Zerg Rush,09-14-21,384,55,48988
Zerg Rush,09-14-21,882,20,49023
Zerg Rush,09-14-21,756,21,49060
Zerg Rush,09-14-21,666,36,49110
Zerg Rush,09-14-21,135,22,49146
Letter Game,09-14-21,1195,15,49185
Letter Game,09-14-21,1150,12,49203
Letter Game,09-14-21,1282,11,49224
Letter Game,09-14-21,382,2,49240
Letter Game,09-14-21,1105,11,49256
Letter Game,09-14-21,1093,11,49281
Zerg Rush,09-14-21,440,114,49404
Zerg Rush,09-15-21,666,20,48892
Zerg Rush,09-15-21,747,40,48962
Zerg Rush,09-15-21,198,65,49053
Zerg Rush,09-15-21,594,21,49097
Zerg Rush,09-15-21,342,21,49127
Zerg Rush,09-15-21,702,21,49172
Zerg Rush,09-15-21,284,44,49248
Zerg Rush,09-15-21,504,127,49391
Zerg Rush,09-16-21,828,22,48857
Zerg Rush,09-16-21,882,22,48925
Letter Game,09-16-21,260,12,48960
Letter Game,09-16-21,1373,10,48985
Letter Game,09-16-21,385,1,49068
Letter Game,09-16-21,543,10,49122
Letter Game,09-16-21,861,10,49175
Letter Game,09-16-21,461,10,49194
Letter Game,09-16-21,379,1,49209
Letter Game,09-16-21,390,18,49236
Zerg Rush,09-16-21,576,21,49270
Zerg Rush,09-16-21,468,21,49297
Zerg Rush,09-16-21,918,23,49351
Zerg Rush,09-16-21,720,20,49405
Zerg Rush,09-16-21,702,22,49431
Zerg Rush,09-17-21,1224,23,49013
Zerg Rush,09-17-21,738,21,49043
Zerg Rush,09-17-21,504,20,49070
Zerg Rush,09-17-21,666,20,49097
Letter Game,09-17-21,1195,10,49136
Letter Game,09-17-21,1175,10,49173
Letter Game,09-17-21,905,10,49198
Letter Game,09-17-21,1318,11,49228
Letter Game,09-17-21,1330,9,49276
Letter Game,09-17-21,1044,9,49369
Letter Game,09-20-21,1505,10,49061
Letter Game,09-20-21,1138,10,49087
Letter Game,09-20-21,375,1,49135
Letter Game,09-20-21,1430,9,49163
Letter Game,09-20-21,531,10,49210
Letter Game,09-20-21,1020,10,49224
Zerg Rush,09-20-21,236,40,49289
Zerg Rush,09-20-21,414,20,49317
Zerg Rush,09-20-21,612,21,49344
Zerg Rush,09-20-21,684,20,49365
Zerg Rush,09-20-21,558,20,49408
Zerg Rush,09-21-21,468,21,48877
Letter Game,09-21-21,320,23,48914
Letter Game,09-21-21,1172,10,48955
Letter Game,09-21-21,1097,11,49002
Letter Game,09-21-21,1215,10,49030
Letter Game,09-21-21,-770,69,49136
Zerg Rush,09-22-21,142,50,48793
Zerg Rush,09-22-21,6,10,48805
Letter Game,09-22-21,1225,10,48824
Letter Game,09-22-21,1238,9,48854
Letter Game,09-22-21,1075,9,48874
Letter Game,09-22-21,911,9,48895
Letter Game,09-22-21,1085,12,48919
Letter Game,09-22-21,1155,11,49005
Letter Game,09-22-21,326,4,49036
Letter Game,09-22-21,1093,10,49112
Letter Game,09-22-21,339,10,49145
Letter Game,09-22-21,528,10,49221
Letter Game,09-22-21,379,3,49228
Zerg Rush,09-22-21,556,131,49367
Zerg Rush,09-22-21,990,22,49394
Zerg Rush,09-22-21,216,8,49427
